"RT_ID","SN_B","STOP_CD_B","SN_E","STOP_CD_E","DIST","LMT_SPD"
"VSBROGE-N2","1","ESTSI2A","18","ESTSI2A","7583","60"
"VSBROLA-N2","1","ESTSI2A","10","ESTSI2A","4285","60"
"VSBROMS-N2","1","ESTSI2A","17","ESTSI2A","6230","60"
"VSBROPB-N2","1","ESTSI2A","13","ESTSI2A","5886","60"
"VSBROPO-N2","1","ESTSI2A","10","ESTSI2A","3722","60"
"VSBROPS-N2","1","ESTSI2A","13","ESTSI2A","5165","60"
"VSBROSD-N2","1","ESTSI2A","6","ESTSI2A","1802","60"
"VSBROVE-N2","1","ESTSI2A","12","ESTSI2A","4239","60"
"VSBROVR-P2","1","ESTSI2A","19","ESTSI2A","8231","60"
"VSBRPB-NA2","1","ESTSI2A","13","ESTSI2A","5886","60"
"VSBRPO-NA2","1","ESTSI2A","10","ESTSI2A","3722","60"
"VSBRPS-NA2","1","ESTSI2A","13","ESTSI2A","5165","60"
"VSBRSD-NA2","1","ESTSI2A","6","ESTSI2A","1802","60"
"VSBRVE-NA2","1","ESTSI2A","12","ESTSI2A","4239","60"
"VSBRVR-NA2","1","ESTSI2A","19","ESTSI2A","8231","60"
"VSBXAZ-NA2","1","ESTSI2A","16","ESTSI2A","7831","60"
"VSBXBN-NA2","1","ESTSI2A","35","ESTSI2A","15949","60"
"VSBXCH-NA2","1","ESTSI2A","53","ESTSI2A","28854","60"
"VSBXS2-NA2","1","ESTSI2A","25","ESTSI2A","13048","60"
"VSBXS7-NA2","1","ESTSI2A","40","ESTSI2A","18547","60"
"VSDAREP-N2","1","ESTSI1A","15","ESTSI1A","5855","60"
"VSDARM1-N2","1","ESTSI1A","13","ESTSI1A","6918","60"
"VSDARP7-N2","1","ESTSI1A","6","ESTSI1A","3727","60"
"VSDARPN-N2","1","ESTSI1A","7","ESTSI1A","3992","60"
"VSDARS1-N2","1","ESTSI1A","9","ESTSI1A","3897","60"
"VSDARST-N2","1","ESTSI1A","15","ESTSI1A","5649","60"
"VSDARTE-N2","1","ESTSI1A","15","ESTSI1A","6206","60"
"VSDARTR-N2","1","ESTSI1A","18","ESTSI1A","6824","60"
"VSDARV1-N2","1","ESTSI1A","11","ESTSI1A","5865","60"
"VSDCNA2-N1","1","ESTSI1A","5","ESTSI1A","17523","60"
"VSDCNA3-N1","1","ESTSI1A","5","ESTSI1A","11754","60"
"VSDCNAL-N1","1","ESTSI1A","4","ESTSI1A","16326","60"
"VSDCNC5-N1","1","ESTSI1A","7","ESTSI1A","14227","60"
"VSDCNCN-N1","1","ESTSI1A","7","ESTSI1A","12693","60"
"VSDCNCV-N1","1","ESTSI1A","6","ESTSI1A","13822","60"
"VSDCNE3-N1","1","ESTSI1A","6","ESTSI1A","14987","60"
"VSDCNE4-N1","1","ESTSI1A","5","ESTSI1A","14006","60"
"VSDCNED-N1","1","ESTSI1A","4","ESTSI1A","10515","60"
"VSDCNEM-N1","1","ESTSI1A","12","ESTSI1A","14710","60"
"VSDCNL2-N1","1","ESTSI1A","7","ESTSI1A","13118","60"
"VSDCNMC-N1","1","ESTSI1A","11","ESTSI1A","15089","60"
"VSDCNPC-N1","1","ESTSI1A","10","ESTSI1A","23094","60"
"VSDCNPH-N1","1","ESTSI1A","4","ESTSI1A","13462","60"
"VSDCNPT-N1","1","ESTSI1A","11","ESTSI1A","17282","60"
"VSDCNPU-N1","1","ESTSI1A","7","ESTSI1A","14227","60"
"VSDCNVV-N1","1","ESTSI1A","5","ESTSI1A","13819","60"
"VSDFEP-NA2","1","ESTSI1A","15","ESTSI1A","5855","60"
"VSDFM1-NA2","1","ESTSI1A","13","ESTSI1A","6918","60"
"VSDFP7-NA2","1","ESTSI1A","6","ESTSI1A","3727","60"
"VSDFPN-NA2","1","ESTSI1A","7","ESTSI1A","3992","60"
"VSDFS1-NA2","1","ESTSI1A","9","ESTSI1A","3897","60"
"VSDFST-NA2","1","ESTSI1A","15","ESTSI1A","5649","60"
"VSDFTE-NA2","1","ESTSI1A","15","ESTSI1A","6206","60"
"VSDFTR-NA2","1","ESTSI1A","18","ESTSI1A","6824","60"
"VSDFV1-NA2","1","ESTSI1A","11","ESTSI1A","5865","60"
"VSDNA2-NA1","1","ESTSI1A","5","ESTSI1A","17523","60"
"VSDNA3-NA1","1","ESTSI1A","5","ESTSI1A","11754","60"
"VSDNAL-NA1","1","ESTSI1A","4","ESTSI1A","16326","60"
"VSDNC5-NA1","1","ESTSI1A","7","ESTSI1A","14227","60"
"VSDNCN-NA1","1","ESTSI1A","7","ESTSI1A","12693","60"
"VSDNCV-NA1","1","ESTSI1A","6","ESTSI1A","13822","60"
"VSDNE3-NA1","1","ESTSI1A","6","ESTSI1A","14987","60"
"VSDNE4-NA1","1","ESTSI1A","5","ESTSI1A","14006","60"
"VSDNED-NA1","1","ESTSI1A","4","ESTSI1A","10515","60"
"VSDNEM-NA1","1","ESTSI1A","12","ESTSI1A","14710","60"
"VSDNL2-NA1","1","ESTSI1A","7","ESTSI1A","13118","60"
"VSDNMC-NA1","1","ESTSI1A","11","ESTSI1A","15089","60"
"VSDNPC-NA1","1","ESTSI1A","5","ESTSI1A","18100","60"
"VSDNPH-NA1","1","ESTSI1A","4","ESTSI1A","13462","60"
"VSDNPT-NA1","1","ESTSI1A","11","ESTSI1A","17282","60"
"VSDNPU-NA1","1","ESTSI1A","7","ESTSI1A","14227","60"
"VSDNVV-NA1","1","ESTSI1A","5","ESTSI1A","13819","60"
"VSDRAC-NA2","1","ESTSI1A","6","ESTSI1A","2094","60"
"VSDRAE-NA2","1","ESTSI1A","7","ESTSI1A","2318","60"
"VSDRCAZ-N2","1","ESTSI1A","21","ESTSI1A","10651","60"
"VSDRCBN-N2","1","ESTSI1A","38","ESTSI1A","18769","60"
"VSDRCC6-N2","1","UNITK2A","49","UNITK2A","25041","60"
"VSDRCCH-N2","1","ESTSI1A","56","ESTSI1A","31674","60"
"VSDRCS2-N2","1","ESTSI1A","30","ESTSI1A","15868","60"
"VSDRCS7-N2","1","ESTSI1A","45","ESTSI1A","21367","60"
"VSDREA-NA2","1","ESTSI1A","28","ESTSI1A","12636","60"
"VSDREC-NA2","1","ESTSI1A","18","ESTSI1A","8636","60"
"VSDRGE-NA2","1","ESTSI1A","13","ESTSI1A","5788","60"
"VSDRLA-NA2","1","ESTSI1A","5","ESTSI1A","2490","60"
"VSDRMS-NA2","1","ESTSI1A","11","ESTSI1A","3985","60"
"VSDROAC-N2","1","ESTSI1A","6","ESTSI1A","2094","60"
"VSDROAE-N2","1","ESTSI1A","7","ESTSI1A","2318","60"
"VSDROEA-N2","1","ESTSI1A","28","ESTSI1A","12636","60"
"VSDROEC-N2","1","ESTSI1A","18","ESTSI1A","8636","60"
"VSDROGE-N2","1","ESTSI1A","13","ESTSI1A","5788","60"
"VSDROLA-N2","1","ESTSI1A","5","ESTSI1A","2490","60"
"VSDROMS-N2","1","ESTSI1A","11","ESTSI1A","3985","60"
"VSDROPB-N2","1","ESTSI1A","18","ESTSI1A","8706","60"
"VSDROPO-N2","1","ESTSI1A","5","ESTSI1A","1927","60"
"VSDROPS-N2","1","ESTSI1A","8","ESTSI1A","3370","60"
"VSDROS3-N2","1","ESTSI1A","14","ESTSI1A","5270","60"
"VSDROVE-N2","1","ESTSI1A","7","ESTSI1A","2444","60"
"VSDROVR-N2","1","ESTSI1A","13","ESTSI1A","6436","60"
"VSDRPB-NA2","1","ESTSI1A","18","ESTSI1A","8706","60"
"VSDRPO-NA2","1","ESTSI1A","5","ESTSI1A","1927","60"
"VSDRPS-NA2","1","ESTSI1A","8","ESTSI1A","3370","60"
"VSDRS3-NA2","1","ESTSI1A","14","ESTSI1A","5270","60"
"VSDRVE-NA2","1","ESTSI1A","7","ESTSI1A","2444","60"
"VSDRVR-NA2","1","ESTSI1A","13","ESTSI1A","6436","60"
"VSDXAZ-NA2","1","ESTSI1A","21","ESTSI1A","10651","60"
"VSDXBN-NA2","1","ESTSI1A","38","ESTSI1A","18769","60"
"VSDXCH-NA2","1","ESTSI1A","56","ESTSI1A","31674","60"
"VSDXS2-NA2","1","ESTSI1A","30","ESTSI1A","15868","60"
"VSDXS7-NA2","1","LAJTK2A","45","LAJTK2A","21367","60"
"VSI7PP-NA2","1","YSAJO1A","17","YSAJO1A","9385","40"
"VSIBPD-NA2","1","YSAJO1A","24","YSAJO1A","10824","40"
"VSICNPH-N1","1","YSAJO1A","15","YSAJO1A","29537","40"
"VSICSBV-N2","1","YSAJO1A","20","YSAJO1A","16401","40"
"VSICSCE-N2","1","YSAJO1A","18","YSAJO1A","15368","40"
"VSICSPC-N1","1","YSAJO1A","28","YSAJO1A","28626","40"
"VSIMDPP-N2","1","YSAJO1A","17","YSAJO1A","9385","40"
"VSINPH-NA1","1","YSAJO1A","15","YSAJO1A","29537","40"
"VSIPAPD-N2","1","YSAJO1A","24","YSAJO1A","10824","40"
"VSISBV-NA2","1","YSAJO1A","20","YSAJO1A","16401","40"
"VSISCE-NA2","1","YSAJO1A","18","YSAJO1A","15368","40"
"VSISPC-PT1","1","YSAJO1A","28","YSAJO1A","28626","40"
"VSPCSAL-N1","1","AVE3CSA","15","AVE3CSA","20214","40"
"VSPCSBV-N2","1","AVE3CSA","6","AVE3CSA","7825","40"
"VSPCSCE-N2","1","AVE3CSA","9","AVE3CSA","7824","40"
"VSPCSCN-N1","1","AVE3CSA","15","AVE3CSA","15389","40"
"VSPCSEM-P1","1","AVE3CSA","16","AVE3CSA","16261","40"
"VSPCSMC-N1","1","AVE3CSA","14","AVE3CSA","15920","40"
"VSPCSPC-P1","1","AVE3CSA","14","AVE3CSA","20050","40"
"VSPCSPH-P1","1","AVE3CSA","14","AVE3CSA","18746","40"
"VSPD99-NA2","1","AVE3CSA","17","AVE3CSA","9669","40"
"VSPDD99-P2","1","AVE3CSA","17","AVE3CSA","9669","40"
"VSPDDPP-N2","1","AVE3CSA","5","AVE3CSA","2079","40"
"VSPDPP-NA2","1","AVE3CSA","5","AVE3CSA","2079","40"
"VSPDPPD-P2","1","AVE3CSA","30","AVE3CSA","15316","40"
"VSPJAC1-N2","1","AVE3CSA","12","AVE3CSA","5270","40"
"VSPJAEB-N2","1","AVE3CSA","12","AVE3CSA","4452","40"
"VSPJC1-NA2","1","AVE3CSA","12","AVE3CSA","5270","40"
"VSPJEB-NA2","1","AVE3CSA","12","AVE3CSA","4452","40"
"VSPSAL-PT1","1","AVE3CSA","15","AVE3CSA","20214","40"
"VSPSBV-NA2","1","AVE3CSA","6","AVE3CSA","7825","40"
"VSPSCE-NA2","1","AVE3CSA","9","AVE3CSA","7824","40"
"VSPSCN-PT1","1","AVE3CSA","15","AVE3CSA","15389","40"
"VSPSEM-PT1","1","AVE3CSA","16","AVE3CSA","16261","40"
"VSPSMC-PT1","1","AVE3CSA","14","AVE3CSA","15920","40"
"VSPSPC-PT1","1","AVE3CSA","14","AVE3CSA","20050","40"
"VSPSPH-PT1","1","AVE3CSA","14","AVE3CSA","18746","40"
"VSPTPD-NA2","1","AVE3CSA","30","AVE3CSA","15316","40"
"VSTPSB-NA2","1","ESTASLA","13","ESTASLA","3165","40"
"VSTSBSB-P2","1","ESTASLA","13","ESTASLA","3165","40"
"VT1CNA3-N1","1","TORCA2A","6","TORCA2A","14885","40"
"VT1CNAL-N1","1","TORCA2A","5","TORCA2A","19457","40"
"VT1CNC5-N1","1","TORCA2A","8","TORCA2A","17294","40"
"VT1CNEM-N1","1","TORCA2A","6","TORCA2A","19306","40"
"VT1CNPC-N1","1","TORCA2A","11","TORCA2A","26225","40"
"VT1CNPH-N1","1","TORCA2A","5","TORCA2A","16593","40"
"VT1CNVV-N1","1","TORCA2A","6","TORCA2A","16950","40"
"VT1INEP-N2","1","TORCA2A","2","TORCA2A","952","40"
"VT1INM1-N2","1","TORCA2A","11","TORCA2A","4156","40"
"VT1INST-N2","1","TORCA2A","2","TORCA2A","919","40"
"VT1INTE-N2","1","TORCA2A","2","TORCA2A","192","40"
"VT1INTR-N2","1","TORCA2A","3","TORCA2A","1095","40"
"VT1INV1-N2","1","TORCA2A","13","TORCA2A","4470","40"
"VT1NA3-NA1","1","TORCA2A","6","TORCA2A","14885","40"
"VT1NAL-NA1","1","TORCA2A","5","TORCA2A","19457","40"
"VT1NC5-NA1","1","TORCA2A","8","TORCA2A","17294","40"
"VT1NEM-NA1","1","TORCA2A","6","TORCA2A","19306","40"
"VT1NPC-NA1","1","TORCA2A","6","TORCA2A","21231","40"
"VT1NPH-NA1","1","TORCA2A","5","TORCA2A","16593","40"
"VT1NVV-NA1","1","TORCA2A","6","TORCA2A","16950","40"
"VT1PAC-NA2","1","TORCA2A","17","TORCA2A","5989","40"
"VT1PAE-NA2","1","TORCA2A","18","TORCA2A","6213","40"
"VT1PAZ-NA2","1","TORCA2A","24","TORCA2A","11549","40"
"VT1PEA-NA2","1","TORCA2A","31","TORCA2A","13534","40"
"VT1PLA-NA2","1","TORCA2A","16","TORCA2A","6385","40"
"VT1PPB-NA2","1","TORCA2A","21","TORCA2A","9604","40"
"VT1PPF-NA2","1","TORCA2A","27","TORCA2A","11897","40"
"VT1PPO-NA2","1","TORCA2A","16","TORCA2A","5822","40"
"VT1PSB-NA2","1","TORCA2A","14","TORCA2A","4084","40"
"VT1PVE-NA2","1","TORCA2A","18","TORCA2A","6339","40"
"VT1PVR-NA2","1","TORCA2A","24","TORCA2A","10331","40"
"VT1SBAC-N2","1","TORCA2A","17","TORCA2A","5989","40"
"VT1SBAE-N2","1","TORCA2A","18","TORCA2A","6213","40"
"VT1SBAZ-N2","1","TORCA2A","24","TORCA2A","11549","40"
"VT1SBEA-N2","1","TORCA2A","31","TORCA2A","13534","40"
"VT1SBLA-N2","1","CSTSL1A","16","CSTSL1A","6385","30"
"VT1SBPB-N2","1","TORCA2A","21","TORCA2A","9604","40"
"VT1SBPF-N2","1","TORCA2A","27","TORCA2A","11897","40"
"VT1SBPO-N2","1","TORCA2A","16","TORCA2A","5822","40"
"VT1SBSB-N2","1","TORCA2A","14","TORCA2A","4084","40"
"VT1SBVE-N2","1","TORCA2A","18","TORCA2A","6339","40"
"VT1SBVR-N2","1","TORCA2A","24","TORCA2A","10331","40"
"VT1ZEP-NA2","1","TORCA2A","2","TORCA2A","952","40"
"VT1ZM1-NA2","1","TORCA2A","11","TORCA2A","4156","40"
"VT1ZST-NA2","1","TORCA2A","2","TORCA2A","919","40"
"VT1ZTE-NA2","1","TORCA2A","2","TORCA2A","192","40"
"VT1ZTR-NA2","1","TORCA2A","3","TORCA2A","1095","40"
"VT1ZV1-NA2","1","TORCA2A","13","TORCA2A","4470","40"
"VTAARS7-P2","1","TABLA3A","45","TABLA3A","20746","40"
"VTAARV1-N2","1","TABLA3A","12","TABLA3A","5233","40"
"VTACNA2-N1","1","TABLA3A","6","TABLA3A","17947","40"
"VTACNA3-R1","1","TABLA3A","6","TABLA3A","12178","40"
"VTACNAL-R1","1","TABLA3A","5","TABLA3A","16750","40"
"VTACNC5-N1","1","TABLA3A","8","TABLA3A","14651","40"
"VTACNCN-N1","1","TABLA3A","8","TABLA3A","13117","40"
"VTACNE3-N1","1","TABLA3A","7","TABLA3A","15411","40"
"VTACNE4-N1","1","TABLA3A","6","TABLA3A","14430","40"
"VTACNED-N1","1","TABLA3A","5","TABLA3A","10939","40"
"VTACNEM-N1","1","TABLA3A","13","TABLA3A","15134","40"
"VTACNEP-N2","1","PODERTA","13","1","5318",
"VTACNL2-N1","1","TABLA3A","8","TABLA3A","13542","40"
"VTACNM1-N2","1","TABLA3A","10","TABLA3A","4937","40"
"VTACNMC-N1","1","TABLA3A","12","TABLA3A","15513","40"
"VTACNP7-N2","1","TABLA3A","6","TABLA3A","2777","40"
"VTACNPC-N1","1","TABLA3A","11","TABLA3A","23518","40"
"VTACNPH-N1","1","TABLA3A","5","TABLA3A","13886","40"
"VTACNPN-N2","1","TABLA3A","6","TABLA3A","3051","40"
"VTACNPT-N1","1","TABLA3A","12","TABLA3A","17706","40"
"VTACNPU-N1","1","TABLA3A","8","TABLA3A","14651","40"
"VTACNS1-P2","1","TABLA3A","8","TABLA3A","3425","40"
"VTACNST-N2","1","TABLA3A","14","TABLA3A","5177","40"
"VTACNTE-N2","1","TABLA3A","13","TABLA3A","5669","40"
"VTACNTR-N2","1","TABLA3A","18","TABLA3A","6720","40"
"VTACNVV-N1","1","TABLA3A","6","TABLA3A","14243","40"
"VTAFS7-NA2","1","MILTK2A","45","MILTK2A","20746","60"
"VTAFV1-NA2","1","TABLA3A","12","TABLA3A","5233","40"
"VTANA2-NA1","1","TABLA3A","6","TABLA3A","17947","40"
"VTANA3-NA1","1","TABLA3A","6","TABLA3A","12178","40"
"VTANAL-NA1","1","TABLA3A","5","TABLA3A","16750","40"
"VTANC5-NA1","1","TABLA3A","8","TABLA3A","14651","40"
"VTANCN-NA1","1","TABLA3A","8","TABLA3A","13117","40"
"VTANE3-NA1","1","TABLA3A","7","TABLA3A","15411","40"
"VTANE4-NA1","1","TABLA3A","6","TABLA3A","14430","40"
"VTANED-NA1","1","TABLA3A","5","TABLA3A","10939","40"
"VTANEM-NA1","1","TABLA3A","13","TABLA3A","15134","40"
"VTANEP-NA2","1","TABLA3A","13","TABLA3A","5318","40"
"VTANL2-NA1","1","TABLA3A","8","TABLA3A","13542","40"
"VTANM1-NA2","1","TABLA3A","10","TABLA3A","4937","40"
"VTANMC-NA1","1","TABLA3A","12","TABLA3A","15513","40"
"VTANP7-NA2","1","TABLA3A","6","TABLA3A","2777","40"
"VTANPC-NA1","1","TABLA3A","6","TABLA3A","18524","40"
"VTANPH-NA1","1","TABLA3A","5","TABLA3A","13886","40"
"VTANPN-NA2","1","TABLA3A","6","TABLA3A","3051","40"
"VTANPT-NA1","1","TABLA3A","12","TABLA3A","17706","40"
"VTANPU-NA1","1","TABLA3A","8","TABLA3A","14651","40"
"VTANS1-NA2","1","TABLA3A","8","TABLA3A","3425","40"
"VTANST-NA2","1","TABLA3A","14","TABLA3A","5177","40"
"VTANTE-NA2","1","TABLA3A","13","TABLA3A","5669","40"
"VTANTR-NA2","1","TABLA3A","18","TABLA3A","6720","40"
"VTANVV-NA1","1","TABLA3A","6","TABLA3A","14243","40"
"VTARAC-NA2","1","TABLA3A","2","TABLA3A","353","40"
"VTARAE-NA2","1","TABLA3A","3","TABLA3A","970","40"
"VTARCAZ-N2","1","TABLA3A","22","TABLA3A","10019","40"
"VTARCBN-N2","1","TABLA3A","39","TABLA3A","18137","40"
"VTARCC6-N2","1","TABLA3A","50","TABLA3A","24409","40"
"VTARCCH-N2","1","TABLA3A","57","TABLA3A","31042","40"
"VTARCEA-N2","1","TABLA3A","29","TABLA3A","12004","40"
"VTAREC-NA2","1","TABLA3A","19","TABLA3A","8004","40"
"VTARGE-NA2","1","TABLA3A","9","TABLA3A","4047","40"
"VTARLA-NA2","1","TABLA3A","4","TABLA3A","706","40"
"VTARMS-NA2","1","TABLA3A","8","TABLA3A","2694","40"
"VTAROAC-N2","1","TABLA3A","2","TABLA3A","353","40"
"VTAROAE-N2","1","TABLA3A","3","TABLA3A","970","40"
"VTAROEC-N2","1","TABLA3A","19","TABLA3A","8004","40"
"VTAROGE-N2","1","TABLA3A","9","TABLA3A","4047","40"
"VTAROLA-N2","1","TABLA3A","4","TABLA3A","706","40"
"VTAROMS-N2","1","TABLA3A","8","TABLA3A","2694","40"
"VTAROPB-N2","1","TABLA3A","18","TABLA3A","8085","40"
"VTAROPF-N2","1","TABLA3A","12","TABLA3A","6261","40"
"VTAROPO-N2","1","TABLA3A","3","TABLA3A","949","40"
"VTAROPS-N2","1","TABLA3A","4","TABLA3A","2022","40"
"VTAROSB-N2","1","TABLA3A","6","TABLA3A","1890","40"
"VTAROVE-N2","1","TABLA3A","3","TABLA3A","1096","40"
"VTAROVR-N2","1","TABLA3A","10","TABLA3A","4695","40"
"VTARPB-NA2","1","TABLA3A","18","TABLA3A","8085","40"
"VTARPF-NA2","1","TABLA3A","12","TABLA3A","6261","40"
"VTARPO-NA2","1","TABLA3A","3","TABLA3A","949","40"
"VTARPS-NA2","1","TABLA3A","4","TABLA3A","2022","40"
"VTARSB-NA2","1","TABLA3A","6","TABLA3A","1890","40"
"VTARVE-NA2","1","TABLA3A","3","TABLA3A","1096","40"
"VTARVR-NA2","1","TABLA3A","10","TABLA3A","4695","40"
"VTAXAZ-NA2","1","TABLA3A","22","TABLA3A","10019","40"
"VTAXBN-NA2","1","OJOAG2A","39","OJOAG2A","18137","60"
"VTAXCH-NA2","1","TABLA3A","57","TABLA3A","31042","40"
"VTAXEA-NA2","1","TABLA3A","29","TABLA3A","12004","40"
"VTECNPC-P1","1","ESTATCA","12","ESTATCA","26033","40"
"VTECNPH-P1","1","ESTATCA","6","ESTATCA","16401","40"
"VTENPC-NA1","1","ESTATCA","12","ESTATCA","20986","40"
"VTENPH-NA1","1","ESTATCA","6","ESTATCA","16401","40"
"VTEPPB-NA2","1","ESTATCA","21","ESTATCA","9549","40"
"VTEPPO-NA2","1","ESTATCA","16","ESTATCA","5767","40"
"VTEPSB-NA2","1","ESTATCA","14","ESTATCA","4029","40"
"VTESBPB-N2","1","ESTATCA","21","ESTATCA","9549","40"
"VTESBPO-N2","1","ESTATCA","16","ESTATCA","5767","40"
"VTESBSB-P2","1","ESTATCA","14","ESTATCA","4029","40"
"VVACNAL-N1","1","VALLE2A","10","VALLE2A","19437","30"
"VVACNEM-N1","1","VALLE2A","18","VALLE2A","17821","30"
"VVACNMC-N1","1","VALLE2A","17","VALLE2A","18200","30"
"VVACNPC-N1","1","VALLE2A","16","VALLE2A","26205","30"
"VVACNPH-N1","1","VALLE2A","10","VALLE2A","16573","30"
"VVACNVV-N1","1","VALLE2A","11","VALLE2A","16930","30"
"VVAINEP-N2","1","VALLE2A","12","VALLE2A","4167","30"
"VVAINM1-N2","1","CORMP2A","13","CORMP2A","5700","40"
"VVAINS1-N2","1","VALLE2A","5","VALLE2A","2221","30"
"VVAINST-N2","1","VALLE2A","12","VALLE2A","3961","30"
"VVAINTE-N2","1","VALLE2A","13","VALLE2A","4488","30"
"VVAINV1-N2","1","VALLE2A","2","VALLE2A","617","30"
"VVANAL-NA1","1","VALLE2A","10","VALLE2A","19437","30"
"VVANEM-NA1","1","POLCE3A","18","POLCE3A","17821","40"
"VVANMC-NA1","1","VALLE2A","17","VALLE2A","18200","30"
"VVANPC-NA1","1","VALLE2A","11","VALLE2A","21211","30"
"VVANPH-NA1","1","VALLE2A","10","VALLE2A","16573","30"
"VVANVV-NA1","1","VALLE2A","11","VALLE2A","16930","30"
"VVAPAC-NA2","1","VALLE2A","9","VALLE2A","5467","30"
"VVAPAE-NA2","1","VALLE2A","10","VALLE2A","5691","30"
"VVAPAZ-NA2","1","VALLE2A","13","VALLE2A","7696","30"
"VVAPBN-NA2","1","VALLE2A","30","VALLE2A","15814","30"
"VVAPCH-NA2","1","VALLE2A","48","VALLE2A","28719","30"
"VVAPEA-NA2","1","VALLE2A","20","VALLE2A","9681","30"
"VVAPEC-NA2","1","VALLE2A","10","VALLE2A","5681","30"
"VVAPLA-NA2","1","VALLE2A","8","VALLE2A","5863","30"
"VVAPPB-NA2","1","VALLE2A","10","VALLE2A","5751","30"
"VVAPPO-NA2","1","VALLE2A","8","VALLE2A","5300","30"
"VVAPSB-NA2","1","ENTVA1A","10","ENTVA1A","3023","40"
"VVASBAC-N2","1","VALLE2A","9","VALLE2A","5467","30"
"VVASBAE-N2","1","VALLE2A","10","VALLE2A","5691","30"
"VVASBAZ-R2","1","VALLE2A","13","VALLE2A","7696","30"
"VVASBBN-N2","1","VALLE2A","30","VALLE2A","15814","30"
"VVASBC6-N2","1","LAJTK2A","41","LAJTK2A","22086","60"
"VVASBCH-N2","1","VALLE2A","48","VALLE2A","28719","30"
"VVASBEA-N2","1","VALLE2A","20","VALLE2A","9681","30"
"VVASBEC-N2","1","VALLE2A","10","VALLE2A","5681","30"
"VVASBLA-N2","1","VALLE2A","8","VALLE2A","5863","30"
"VVASBPB-N2","1","VALLE2A","10","VALLE2A","5751","30"
"VVASBPO-N2","1","VALLE2A","8","VALLE2A","5300","30"
"VVASBSB-N2","1","VALLE2A","10","VALLE2A","3023","30"
"VVAZEP-NA2","1","VALLE2A","12","VALLE2A","4167","30"
"VVAZM1-NA2","1","VALLE2A","13","VALLE2A","5700","30"
"VVAZS1-NA2","1","VALLE2A","5","VALLE2A","2221","30"
"VVAZST-NA2","1","VALLE2A","12","VALLE2A","3961","30"
"VVAZTE-NA2","1","VALLE2A","13","VALLE2A","4488","30"
"VVAZV1-NA2","1","VALLE2A","2","VALLE2A","617","30"
"VVECNAL-N1","1","VERAN3A","6","VERAN3A","17191","40"
"VVECNC5-N1","1","VERAN3A","9","VERAN3A","15092","40"
"VVECNMC-N1","1","VERAN3A","13","VERAN3A","15954","40"
"VVECNPC-N1","1","VERAN3A","12","VERAN3A","23959","40"
"VVECNPH-N1","1","VERAN3A","5","VERAN3A","14327","40"
"VVECNST-N2","1","VERAN3A","14","VERAN3A","5618","40"
"VVECNTE-N2","1","VERAN3A","13","VERAN3A","6110","40"
"VVEINPS-N2","1","VERAN3A","2","VERAN3A","926","40"
"VVENAL-NA1","1","VERAN3A","6","VERAN3A","17191","40"
"VVENC5-NA1","1","VERAN3A","9","VERAN3A","15092","40"
"VVENMC-NA1","1","VERAN3A","13","VERAN3A","15954","40"
"VVENPC-NA1","1","VERAN3A","7","VERAN3A","18965","40"
"VVENPH-NA1","1","VERAN3A","5","VERAN3A","14327","40"
"VVENST-NA2","1","VERAN3A","14","VERAN3A","5618","40"
"VVENTE-NA2","1","VERAN3A","13","VERAN3A","6110","40"
"VVERAC-NA2","1","VERAN3A","3","VERAN3A","1135","40"
"VVERLA-NA2","1","VERAN3A","3","VERAN3A","850","40"
"VVEROAC-N2","1","VERAN3A","3","VERAN3A","1135","40"
"VVEROLA-N2","1","VERAN3A","3","VERAN3A","850","40"
"VVEROPB-N2","1","VERAN3A","19","VERAN3A","8526","40"
"VVEROPF-N2","1","VERAN3A","11","VERAN3A","5881","40"
"VVEROPO-N2","1","VERAN3A","4","VERAN3A","1390","40"
"VVEROSB-N2","1","VERAN3A","8","VERAN3A","2320","40"
"VVEROVR-N2","1","VERAN3A","8","VERAN3A","4315","40"
"VVERPB-NA2","1","VERAN3A","19","VERAN3A","8526","40"
"VVERPF-NA2","1","VERAN3A","11","VERAN3A","5881","40"
"VVERPO-NA2","1","VERAN3A","4","VERAN3A","1390","40"
"VVERSB-NA2","1","VERAN3A","8","VERAN3A","2320","40"
"VVERVR-NA2","1","VERAN3A","8","VERAN3A","4315","40"
"VVEZPS-NA2","1","VERAN3A","2","VERAN3A","926","40"
"VVICSAL-N1","1","VERDB1A","17","VERDB1A","21827","80"
"VVICSBV-N2","1","VERDB1A","6","VERDB1A","9710","80"
"VVICSCE-N2","1","VERDB1A","6","VERDB1A","9191","80"
"VVICSEM-N1","1","VERDB1A","14","VERDB1A","17792","80"
"VVICSPC-N1","1","VERDB1A","14","VERDB1A","21935","80"
"VVICSPH-N1","1","VERDB1A","15","VERDB1A","21303","80"
"VVICSPU-N1","1","VERDB1A","10","VERDB1A","15628","80"
"VVIDAER-R2","1","RABJD2A","9","RABJD2A","4017","60"
"VVIDALR-N2","1","VERDB1A","16","VERDB1A","7743","80"
"VVIDAMX-N2","1","VERDB1A","23","VERDB1A","10409","80"
"VVIDAP2-R2","1","VERDB1A","15","VERDB1A","6649","80"
"VVIDAP4-N2","1","VERDB1A","45","VERDB1A","24957","80"
"VVIDAPP-N2","1","VERDB1A","16","VERDB1A","7505","80"
"VVIDAXA-N2","1","VERDB1A","8","VERDB1A","4083","80"
